,Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
227,227,66,6,167687,11,9,2,5,0,4,1,1409,0,50,39
228,228,75,4,314209,8,11,6,1,1,4,0,0,0,20,4
229,229,65,4,176796,11,9,0,1,1,4,0,0,0,40,39
230,230,35,4,538583,1,7,5,14,1,2,1,3674,0,40,39
231,231,41,4,130408,11,9,0,12,4,2,0,0,0,38,39
232,232,25,4,159732,15,10,4,1,1,4,1,0,0,42,39
233,233,33,4,110978,15,10,0,3,2,3,0,0,0,40,39
234,234,28,4,76714,14,15,4,10,1,4,1,0,0,55,39
235,235,59,7,268700,11,9,2,8,0,4,1,0,0,40,39
236,236,40,7,170525,15,10,4,1,1,4,0,0,0,38,39
237,237,41,4,180138,9,13,2,4,0,4,1,0,0,50,20
238,238,38,2,115076,12,14,2,4,0,4,1,0,0,70,39
239,239,23,4,115458,11,9,4,14,3,4,1,0,0,40,39
240,240,40,4,347890,9,13,2,10,0,4,1,0,0,40,39
241,241,41,6,196001,11,9,2,8,5,4,0,0,0,20,39
242,242,24,7,273905,7,12,2,11,0,4,1,0,0,50,39
243,243,20,0,119156,15,10,4,0,3,4,1,0,0,20,39
244,244,38,4,179488,15,10,0,3,1,4,1,0,1741,40,39
245,245,56,4,203580,11,9,2,1,0,4,1,0,0,35,0
246,246,58,4,236596,11,9,2,1,0,4,1,0,0,45,39
247,247,32,4,183916,11,9,4,8,1,4,0,0,0,34,39
248,248,40,4,207578,7,12,2,13,0,4,1,0,1977,60,39
249,249,45,4,153141,11,9,2,1,0,4,1,0,0,40,0
250,250,41,4,112763,14,15,2,10,5,4,0,0,0,40,39
251,251,42,4,390781,9,13,2,1,5,2,0,0,0,40,39
252,252,59,2,171328,0,6,6,8,4,2,0,0,0,30,39
253,253,19,2,27382,15,10,4,1,3,4,1,0,0,40,39
254,254,58,4,259014,15,10,4,14,1,4,1,0,0,20,39
255,255,42,6,303044,11,9,2,5,0,1,1,0,0,40,1
256,256,20,4,117789,11,9,4,8,3,4,0,0,0,40,39
257,257,32,4,172579,11,9,5,8,1,4,0,0,0,30,39
258,258,45,4,187666,8,11,6,4,1,4,0,0,0,45,39
259,259,50,4,204518,5,4,0,3,1,4,1,0,0,40,39
260,260,36,4,150042,9,13,0,10,3,4,0,0,0,40,39
261,261,45,4,98092,11,9,2,12,0,4,1,0,0,60,39
262,262,17,4,245918,1,7,4,8,3,4,1,0,0,12,39
263,263,59,4,146013,15,10,2,12,0,4,1,4064,0,40,39
264,264,26,4,378322,1,7,2,3,0,4,1,0,0,40,39
265,265,37,5,257295,15,10,2,4,0,1,1,0,0,75,37
266,266,19,0,218956,15,10,4,0,3,4,1,0,0,24,2
267,267,64,4,21174,11,9,2,4,0,4,1,0,0,40,39
268,268,33,4,185480,9,13,4,10,1,4,0,0,0,45,39
269,269,33,4,222205,11,9,2,3,5,4,0,0,0,40,39
270,270,61,4,69867,11,9,2,4,0,4,1,0,0,40,39
271,271,17,4,191260,6,5,4,8,3,4,1,1055,0,24,39
272,272,50,6,30653,12,14,2,5,0,4,1,2407,0,98,39
273,273,27,2,209109,12,14,4,10,3,4,1,0,0,35,39
274,274,30,4,70377,11,9,0,10,3,4,0,0,0,40,39
275,275,43,4,477983,11,9,2,6,0,2,1,0,0,40,39
276,276,44,4,170924,15,10,2,3,0,4,1,7298,0,40,39
277,277,35,4,190174,15,10,4,4,1,4,0,0,0,40,39
278,278,25,4,193787,15,10,4,13,3,4,0,0,0,40,39
279,279,24,4,279472,15,10,2,7,5,4,0,7298,0,48,39
280,280,22,4,34918,9,13,4,10,1,4,0,0,0,15,11
281,281,42,2,97688,15,10,2,3,0,4,1,5178,0,40,39
282,282,34,4,175413,7,12,0,12,4,2,0,0,0,45,39
283,283,60,4,173960,9,13,0,10,1,4,0,0,0,42,39
284,284,21,4,205759,11,9,4,6,3,4,1,0,0,40,39
285,285,57,1,425161,12,14,2,12,0,4,1,15024,0,40,39
286,286,41,4,220531,14,15,2,10,0,4,1,0,0,60,39
287,287,50,4,176609,15,10,0,8,1,4,1,0,0,45,39
288,288,25,4,371987,9,13,4,4,1,4,0,0,0,40,39
289,289,50,4,193884,5,4,2,3,0,4,1,0,0,40,7
290,290,36,4,200352,9,13,2,10,0,4,1,0,0,45,39
291,291,31,4,127595,11,9,0,10,1,4,0,0,0,40,39
292,292,29,2,220419,9,13,4,11,1,4,1,0,0,56,39
293,293,21,4,231931,15,10,4,12,3,4,1,0,0,45,39
294,294,27,4,248402,9,13,4,13,4,2,0,0,0,40,39
295,295,65,4,111095,11,9,2,14,0,4,1,0,0,16,39
296,296,37,5,57424,9,13,0,12,1,4,0,0,0,60,39
297,297,39,0,157443,12,14,2,0,5,1,0,3464,0,40,0
298,298,24,4,278130,11,9,4,3,3,4,1,0,0,40,39
299,299,38,4,169469,11,9,0,12,1,4,1,0,0,80,39
300,300,48,4,146268,9,13,2,1,0,4,1,7688,0,40,39
301,301,21,4,153718,15,10,4,8,1,1,0,0,0,25,39
302,302,31,4,217460,11,9,2,14,0,4,1,0,0,45,39
303,303,55,4,238638,11,9,2,12,0,4,1,4386,0,40,39
304,304,24,4,303296,15,10,2,1,5,1,0,0,0,40,25
305,305,43,4,173321,11,9,0,1,1,4,0,0,0,40,39
306,306,26,4,193945,7,12,4,13,1,4,1,0,0,45,39
307,307,46,4,83082,7,12,4,10,1,4,0,0,0,33,39
308,308,35,4,193815,7,12,2,1,0,4,1,0,0,40,39
309,309,41,5,34987,15,10,2,5,0,4,1,0,0,54,39
310,310,26,4,59306,9,13,4,12,1,4,1,0,0,40,39
311,311,34,4,142897,12,14,2,4,0,1,1,7298,0,35,36
312,312,19,0,860348,15,10,4,0,3,2,0,0,0,25,39
313,313,36,6,205607,9,13,0,10,1,2,0,0,0,40,39
314,314,22,4,199698,15,10,4,12,3,4,1,0,0,15,39
315,315,24,4,191954,15,10,4,7,1,4,1,0,0,40,39
316,316,77,6,138714,15,10,2,12,0,4,1,0,0,40,39
317,317,22,4,399087,4,3,2,7,2,4,0,0,0,40,26
318,318,29,4,423158,15,10,4,13,1,4,0,0,0,40,39
319,319,62,4,159841,11,9,6,8,1,4,0,0,0,24,39
320,320,39,6,174308,11,9,2,4,0,4,1,0,0,40,39
321,321,43,4,50356,15,10,2,3,0,4,1,0,1485,50,39
322,322,35,4,186110,11,9,0,14,1,4,1,0,0,45,39
323,323,29,4,200381,1,7,4,4,1,4,0,0,0,40,39
324,324,76,6,174309,12,14,2,3,0,4,1,0,0,10,39
325,325,63,6,78383,11,9,2,5,0,4,1,0,0,45,39
326,326,23,0,211601,8,11,4,0,3,2,0,0,0,15,39
327,327,43,4,187728,15,10,2,10,5,4,0,0,1887,50,39
328,328,58,6,321171,11,9,2,6,0,4,1,0,0,40,39
329,329,66,4,127921,11,9,4,14,1,4,1,2050,0,55,39
330,330,41,4,206565,15,10,4,3,1,2,1,0,0,45,39
331,331,26,4,224563,9,13,4,1,1,4,1,0,0,40,39
332,332,47,4,178686,8,11,4,8,1,4,1,0,0,40,39
333,333,55,2,98545,0,6,2,1,0,4,1,0,0,40,39
334,334,53,4,242606,11,9,2,14,0,4,1,0,0,40,39
335,335,17,4,270942,4,3,4,8,2,4,1,0,0,48,26
336,336,30,4,94235,11,9,4,3,2,4,1,0,0,40,39
337,337,49,4,71195,12,14,4,10,1,4,1,0,0,60,39
338,338,19,4,104112,11,9,4,12,4,2,1,0,0,30,14
339,339,45,4,261192,11,9,2,8,0,2,1,0,0,40,39
340,340,26,4,94936,7,12,4,12,1,4,1,0,0,40,39
341,341,38,4,296478,8,11,2,3,0,4,1,7298,0,40,39
342,342,36,7,119272,11,9,2,11,0,4,1,7298,0,40,39
343,343,33,4,85043,11,9,4,5,1,4,1,0,0,20,39
344,344,22,7,293364,15,10,4,11,3,2,0,0,0,40,39
345,345,43,6,241895,9,13,4,12,1,4,1,0,0,42,39
346,346,67,0,36135,1,7,2,0,0,4,1,0,0,8,39
347,347,30,0,151989,8,11,0,0,4,4,0,0,0,40,39
348,348,56,4,101128,7,12,3,8,1,4,1,0,0,25,20
349,349,31,4,156464,9,13,4,10,3,4,1,0,0,25,39
350,350,33,4,117963,9,13,2,4,0,4,1,0,0,40,39
351,351,26,4,192262,11,9,2,8,0,4,1,0,0,40,39
352,352,33,4,111363,9,13,2,4,0,4,1,0,0,40,39
353,353,46,2,329752,1,7,2,14,0,4,1,0,0,30,39
354,354,59,0,372020,9,13,2,0,0,4,1,0,0,40,39
355,355,38,1,95432,11,9,2,1,0,4,1,0,0,40,39
356,356,65,4,161400,1,7,6,8,4,3,1,0,0,40,39
357,357,40,4,96129,8,11,2,13,0,4,1,0,0,40,39
358,358,42,4,111949,11,9,2,1,5,4,0,0,0,35,39
359,359,26,6,117125,6,5,2,3,0,4,1,0,0,40,32
360,360,36,4,348022,0,6,2,8,5,4,0,0,0,24,39
361,361,62,4,270092,12,14,2,10,0,4,1,0,0,40,39
362,362,43,4,180609,9,13,2,14,0,4,1,0,0,45,39
363,363,43,4,174575,9,13,0,4,1,4,1,0,1564,45,39
364,364,22,4,410439,11,9,3,12,1,4,1,0,0,55,39
365,365,28,4,92262,11,9,2,3,0,4,1,0,0,40,39
366,366,56,6,183081,15,10,2,12,0,4,1,0,0,45,39
367,367,22,4,362589,7,12,4,12,1,4,0,0,0,15,39
368,368,57,4,212448,9,13,0,4,1,4,0,0,0,45,39
369,369,39,4,481060,11,9,0,12,4,4,0,0,0,40,39
370,370,26,1,185885,15,10,4,1,4,4,0,0,0,15,39
371,371,17,4,89821,1,7,4,8,3,4,1,0,0,10,39
372,372,40,7,184018,8,11,2,7,0,4,1,0,0,38,39
373,373,45,4,256649,11,9,2,7,0,2,1,0,0,40,39
374,374,44,4,160323,11,9,4,3,1,2,1,0,0,40,39
375,375,20,2,350845,15,10,4,1,3,4,0,0,0,10,39
376,376,33,4,267404,11,9,2,3,5,4,0,0,0,40,39
377,377,23,4,35633,15,10,4,12,1,4,1,0,0,40,39
378,378,46,6,80914,12,14,0,4,1,4,1,0,0,30,39
379,379,38,4,172927,11,9,2,12,0,4,1,0,0,50,39
380,380,54,4,174319,11,9,0,14,1,4,1,0,0,40,39
381,381,46,4,214955,4,3,0,3,1,4,0,0,2339,45,39
382,382,25,4,344991,15,10,2,3,0,4,1,0,0,40,39
383,383,46,4,108699,15,10,0,12,1,4,0,0,0,40,39
384,384,36,2,117312,15,10,2,14,5,4,0,0,0,40,39
385,385,23,4,396099,11,9,4,8,1,4,0,0,0,25,39
386,386,29,4,134152,11,9,5,7,1,4,1,0,0,40,39
387,387,44,4,162028,15,10,2,1,5,4,0,0,2415,6,39
388,388,19,4,25429,15,10,4,1,3,4,0,0,0,16,39
389,389,19,4,232392,11,9,4,8,2,4,0,0,0,40,39
390,390,35,4,220098,11,9,2,8,5,4,0,0,0,40,39
391,391,27,4,301302,9,13,4,3,1,4,1,0,0,50,39
392,392,46,6,277946,7,12,5,3,1,4,1,0,0,40,39
393,393,34,7,98101,9,13,2,4,0,4,1,7688,0,45,0
394,394,34,4,196164,11,9,4,8,1,4,0,0,0,35,39
395,395,44,4,115562,15,10,2,13,0,4,1,0,0,40,39
396,396,45,4,96975,15,10,0,6,4,4,0,0,0,40,39
397,397,20,0,137300,11,9,4,0,2,4,0,0,0,35,39
398,398,25,4,86872,9,13,2,4,0,4,1,0,0,55,39
399,399,52,5,132178,9,13,2,4,0,4,1,0,0,50,39
400,400,20,4,416103,15,10,4,6,3,4,1,0,0,40,39
401,401,28,4,108574,15,10,4,8,1,4,0,0,0,40,39
402,402,50,7,288353,9,13,2,11,0,4,1,0,0,40,39
403,403,34,4,227689,8,11,0,13,1,4,0,0,0,64,39
404,404,28,4,166481,5,4,2,6,0,3,1,0,2179,40,33
405,405,41,4,445382,12,14,2,4,0,4,1,0,1977,65,39
406,406,28,4,110145,11,9,2,1,0,4,1,0,0,40,39
407,407,46,6,317253,11,9,2,3,0,4,1,0,0,25,39
408,408,28,0,123147,15,10,2,0,5,4,0,0,1887,40,39
409,409,32,4,364657,15,10,2,4,0,4,1,0,0,50,39
410,410,41,2,42346,15,10,0,8,1,2,0,0,0,24,39
411,411,24,4,241951,11,9,4,6,4,2,0,0,0,40,39
412,412,33,4,118500,15,10,0,4,4,4,0,0,0,40,39
413,413,46,4,188386,10,16,2,4,0,4,1,15024,0,60,39
414,414,31,7,1033222,15,10,2,7,0,4,1,0,0,40,39
415,415,35,4,92440,2,8,0,3,1,4,1,0,0,50,39
416,416,52,4,190762,3,2,2,7,0,4,1,0,0,40,26
417,417,30,4,426017,1,7,4,8,3,4,0,0,0,19,39
